umap_x,umap_y,label_type,topic_id
14.780692,-4.0153546,0,20
2.5419478,2.7052913,0,2
2.2222044,2.5408907,0,17
1.4846095,17.793701,0,9
14.843715,-5.5693407,0,3
-7.4323378,-1.14623,1,7
16.558037,8.237721,0,15
2.0857902,2.6950674,0,11
-4.6478667,-0.04902832,1,5
-5.6634574,-0.49323347,1,5
17.238705,7.950206,0,14
1.3604406,17.638134,0,9
1.251437,17.923832,0,10
16.55386,8.0756035,0,19
-4.7084246,0.29074764,1,0
16.001596,8.827066,0,8
14.934515,-3.9966528,0,20
4.1865788,3.566847,0,2
-4.9522414,0.61459243,1,0
-5.456794,-0.439783,1,5
14.724253,-4.613542,0,12
1.6458594,17.503029,0,9
16.75893,8.673741,0,-1
16.251999,8.997712,0,8
15.790649,8.696482,0,8
14.796039,-4.335872,0,23
-5.242462,-0.28878254,1,5
15.927859,8.291612,0,-1
13.722567,-5.0248923,0,3
15.07754,-5.130304,0,1
1.3517181,17.970488,0,9
-6.599771,-0.82725525,1,7
17.401781,8.218696,0,14
2.3979843,3.045813,0,11
17.179668,8.359332,0,19
-5.673831,-0.37050158,1,5
17.389212,8.069463,0,14
14.682854,-5.1362896,0,21
17.42203,8.13495,0,14
2.8480206,2.0390491,0,4
-7.6172857,-1.0341022,1,7
3.3919811,1.6233114,0,22
-4.895801,0.40999234,1,0
17.32464,7.86192,0,14
13.5479765,-4.8735337,0,21
14.991898,-5.909531,0,16
-5.7499914,-0.5554446,1,18
2.421198,2.7550263,0,17
14.598533,-5.809317,0,16
14.172388,-4.782067,0,1
3.5743585,1.9009012,0,8
-7.660597,-1.026574,1,7
0.9404831,17.779892,0,10
-4.499626,0.030685697,1,0
17.252932,8.352209,0,22
14.24925,-4.2668853,0,23
-4.5018115,-0.34366494,1,5
-5.748574,-0.58928895,1,18
16.270285,8.667989,0,8
14.805857,-4.009414,0,20
14.703526,-4.8718257,0,1
13.615172,-5.212935,0,3
14.95082,-4.8966527,0,1
-7.167848,-1.3277481,1,-1
15.954806,8.698078,0,8
1.5775166,17.511559,0,9
2.7142932,3.9558806,0,11
1.3127978,17.801035,0,9
14.93845,-5.650434,0,3
2.6966047,4.02995,0,13
3.0545418,1.970345,0,4
13.70013,-5.299119,0,3
16.599596,8.4881735,0,15
1.1925843,17.414516,0,10
17.114765,8.501679,0,15
13.72424,-4.721427,0,1
15.936261,8.868489,0,8
1.5048347,17.42335,0,9
3.0429304,1.8761255,0,4
14.645794,-6.0462847,0,-1
16.37553,8.588916,0,-1
3.1134527,1.7719553,0,4
15.527144,-5.0414667,0,12
15.514873,-4.9268055,0,12
4.1357255,3.4877229,0,2
-4.5009,-0.21823232,1,5
-5.2775984,-0.08206059,1,5
16.404247,7.8182683,0,22
-4.965386,0.6307391,1,0
3.4980314,1.756601,0,15
13.8853245,-5.2375407,0,3
3.605883,2.961579,0,2
17.325129,7.899285,0,14
16.063515,8.0682955,0,15
15.084272,-4.055666,0,20
14.071656,-5.663419,0,16
3.0826907,1.773869,0,4
-5.6786995,0.24126332,1,0
1.1747192,17.420786,0,10
15.024685,-5.0848117,0,1
13.870077,-5.6267447,0,-1
-6.543248,2.1452234,1,6
-6.6657333,-0.7527276,1,18
-5.5615788,0.27608156,1,0
14.322496,-6.0840645,0,-1
3.18049,3.4754388,0,2
15.961267,8.8140745,0,8
15.857768,8.771364,0,8
-5.9403343,-0.590582,1,18
14.006655,-4.274619,0,12
-5.048486,0.58710724,1,0
15.495943,-5.251995,0,1
-5.7069407,0.60454607,1,0
16.05365,8.6677265,0,8
17.025827,8.178092,0,22
2.3969839,2.8640301,0,17
3.432449,2.0933092,0,4
-5.4810166,-0.4084271,1,5
15.839603,8.880364,0,4
-4.532124,-0.49984777,1,18
13.878887,-4.946836,0,21
2.27336,2.4877756,0,2
14.754644,-5.97652,0,-1
14.093006,-5.2331495,0,3
-5.034433,0.6425581,1,0
2.3717158,3.2324648,0,11
1.5510682,17.483746,0,9
14.091216,-5.1058598,0,-1
4.0528603,3.5306776,0,2
1.0890247,17.702742,0,10
15.08755,-5.2020545,0,1
2.6129606,4.1171384,0,13
13.613721,-4.354907,0,12
1.5100149,17.784105,0,9
-6.5681696,-0.7453795,1,18
15.98065,8.041932,0,15
16.460672,8.750208,0,8
-7.2027655,-1.3022096,1,-1
16.859493,8.207749,0,19
-6.9033065,2.0943995,1,6
16.959713,8.671871,0,15
14.927251,-4.089604,0,20
15.4392185,-5.4264364,0,21
1.9764028,2.5415797,0,11
15.173967,-5.254313,0,1
14.687198,-6.0259104,0,-1
14.442101,-5.6554165,0,16
-5.322927,-0.15624036,1,5
3.3837552,1.7375207,0,15
-7.6548114,-0.9976455,1,7
14.73002,-4.917413,0,1
17.016432,8.28233,0,19
14.724351,-4.1999044,0,23
14.816086,-5.8999333,0,16
2.3131523,2.5544868,0,2
16.395842,7.8618603,0,22
-7.6055794,-0.9953165,1,7
3.3987236,2.1235232,0,4
1.4189386,17.77113,0,9
2.0662186,3.0500493,0,13
1.4892211,17.550938,0,9
-5.519088,0.16215302,1,0
17.315367,7.896187,0,14
16.258394,7.848572,0,22
15.995386,8.966567,0,4
-6.685932,1.9381326,1,6
2.4033077,3.0912447,0,11
15.908849,8.377571,0,-1
-5.2364087,0.74062264,1,0
2.5478706,4.1378098,0,13
-6.1357565,-0.74793154,1,7
-6.6113667,-0.78607976,1,7
1.1448987,17.424265,0,10
13.603401,-4.4539347,0,1
14.66313,-4.4810123,0,12
14.235964,-5.8406835,0,-1
3.4891272,2.6184824,0,4
-6.076528,-0.819564,1,7
13.988177,-4.356802,0,12
16.916574,8.125794,0,22
15.13634,-5.731474,0,3
-6.4494176,-0.6978443,1,18
2.258425,2.6950862,0,17
3.351698,3.3703632,0,2
-5.263254,-0.32566136,1,5
1.3732696,17.817299,0,9
14.39925,-5.6489205,0,16
-5.799709,0.13679872,1,0
13.882666,-5.6425333,0,-1
13.55726,-5.513939,0,-1
4.126847,3.548158,0,2
-6.654738,1.955455,1,6
14.917958,-5.5825577,0,3
-6.4802165,2.2799654,1,6
-7.5851517,-1.040322,1,7
-7.1022973,-0.93237907,1,7
3.2630432,1.7938541,0,8
15.915154,8.734473,0,8
14.71906,-4.0799127,0,20
-6.537961,-0.7437905,1,18
2.3745646,2.5755053,0,2
2.1689844,3.1757808,0,11
1.0671662,17.365553,0,10
1.2083164,17.853163,0,10
14.287133,-5.466224,0,3
1.909593,2.603341,0,11
-6.6978703,1.9138751,1,6
1.5192063,17.853983,0,9
-4.551026,-0.37554786,1,5
14.43109,-5.38523,0,3
14.697468,-4.972253,0,1
-7.3622417,-1.1964126,1,7
14.056291,-4.588521,0,1
16.22211,7.839308,0,22
2.5427055,2.8938577,0,17
15.153261,-4.2234554,0,20
4.366943,3.6970477,0,2
16.380257,8.605812,0,-1
3.4667351,1.8362519,0,8
17.016455,8.609799,0,15
-7.6027074,-1.0091745,1,7
16.388037,8.123196,0,15
1.4601299,17.529318,0,9
-7.6403823,-1.0136995,1,7
2.3367925,2.5989685,0,2
2.5998912,4.1245055,0,13
13.834005,-5.184229,0,3
-7.336484,-1.2281823,1,7
16.565727,8.098524,0,19
-5.8793793,-0.65785205,1,18
2.400463,3.4583204,0,11
14.766949,-5.996853,0,-1
2.572274,4.1811523,0,13
-6.48742,2.2997322,1,6
14.787914,-5.4224377,0,3
16.127825,8.115946,0,15
14.985531,-5.9092956,0,16
13.742351,-5.223168,0,3
-6.6979394,1.8455981,1,6
3.2769215,1.7939725,0,8
14.129256,-5.309696,0,3
3.3267205,1.8370669,0,8
2.9310596,3.3403633,0,17
-5.915293,-0.07529351,1,5
1.0671937,17.851728,0,10
-6.9701443,2.0862603,1,6
2.2955084,3.1211386,0,11
2.5616786,2.902831,0,17
16.009558,8.68469,0,8
-5.254617,0.71153754,1,0
16.381618,8.177173,0,15
14.081198,-5.737033,0,-1
4.3994064,3.7324126,0,2
-7.614741,-1.0379404,1,7
13.828466,-4.476841,0,12
2.5436792,4.109822,0,13
-7.658869,-0.9987199,1,7
14.709772,-5.827464,0,16
3.464374,1.6762347,0,22
14.498649,-4.6515346,0,12
17.348076,7.892773,0,14
14.56768,-4.609457,0,12
16.959484,8.684309,0,15
-5.485811,-0.5085397,1,5
16.232443,8.492845,0,-1
16.898333,8.623184,0,15
-4.437319,-0.1821927,1,5
15.3666315,-4.592042,0,23
14.505678,-5.46196,0,3
16.400099,8.1101675,0,15
3.4700506,2.6204586,0,4
2.5432563,2.3413832,0,2
2.4069095,3.745346,0,13
1.1356654,17.891033,0,10
2.5875795,2.9608133,0,17
-4.948914,0.56164914,1,0
16.059025,8.070977,0,15
3.475815,2.5402722,0,4
3.1801465,1.8660564,0,4
1.1875896,17.870596,0,10
14.310262,-5.3322263,0,3
-5.741272,0.6245832,1,0
2.3818884,2.949602,0,17
15.351466,-4.3762994,0,23
15.153176,-5.6220093,0,3
2.1480498,2.5783627,0,17
2.0034165,2.5303404,0,11
-7.1554327,-1.318071,1,-1
16.871197,8.570679,0,15
17.18567,7.89212,0,14
-6.492032,2.1124732,1,6
14.182908,-5.716086,0,16
-4.5132256,-0.02756413,1,5
-6.4868393,2.3180516,1,6
-5.175742,-0.25409862,1,5
17.451723,8.097763,0,14
2.449413,2.8994362,0,17
16.396404,8.786562,0,8
2.5865526,3.0012248,0,17
16.434597,8.736217,0,8
13.725012,-5.269138,0,3
2.6665056,2.7578695,0,2
14.003335,-4.694416,0,1
16.526962,8.48625,0,15
16.093609,9.002407,0,4
16.357723,8.373784,0,15
1.0029831,17.494713,0,10
4.1627116,3.554721,0,2
-5.289723,0.7737656,1,0
13.658264,-4.369804,0,12
14.823576,-5.095932,0,1
-5.5655947,0.20097771,1,0
1.167234,17.887964,0,10
4.2984443,3.646031,0,2
14.153607,-5.2582135,0,3
14.163891,-4.63275,0,1
1.4127024,17.929094,0,9
-4.700251,0.28724712,1,0
17.284702,8.1050005,0,14
-5.7908635,-0.73486114,1,7
-6.8170376,1.9948058,1,6
2.2075481,3.1748683,0,11
-5.2985473,0.053011358,1,0
-6.8135853,1.8105218,1,6
0.97797,17.381262,0,10
1.3241025,17.86174,0,9
2.3754385,3.0068033,0,11
-7.517653,-1.1091952,1,7
14.831825,-3.899392,0,20
16.365395,8.336304,0,15
2.4890645,3.6985686,0,13
15.183633,-4.2536435,0,20
2.2807562,3.3326523,0,11
-5.912913,-0.785905,1,7
15.472015,-4.712656,0,12
-6.439069,-0.6747657,1,18
-5.5660424,0.6681477,1,0
1.2995586,17.93791,0,9
13.808872,-5.1080894,0,3
2.3916278,2.6218607,0,2
1.3689044,17.668978,0,9
-5.808716,-0.4998354,1,5
3.40077,2.0645094,0,4
3.3385246,1.8132436,0,8
14.49276,-5.5903044,0,3
14.364076,-5.1494946,0,21
2.9647934,1.9181025,0,4
13.696398,-5.322943,0,3
3.1267862,3.060584,0,2
17.316433,8.302606,0,22
2.565711,4.1206365,0,13
-4.8965893,0.56398964,1,0
-6.3667502,-0.3246779,1,5
1.0839568,17.425974,0,10
4.2806897,3.6217332,0,2
-6.514179,2.2169504,1,6
-5.5418086,0.25316074,1,0
15.396721,-5.088293,0,1
2.1364477,3.098823,0,11
16.424786,7.856373,0,22
2.3243046,2.4055352,0,2
2.5907516,2.9556272,0,17
14.453091,-4.763199,0,1
2.7765882,3.3827705,0,17
13.782948,-4.414045,0,12
3.482251,1.7059833,0,19
14.740358,-4.4067426,0,23
14.53224,-4.5749574,0,12
14.699713,-4.372614,0,23
14.450568,-5.823124,0,16
14.950277,-5.9047804,0,16
-6.62147,-1.0882149,1,7
-6.3484116,-0.5841487,1,5
-4.652677,0.12368856,1,0
15.043525,-5.1791744,0,1
13.52276,-4.9362674,0,3
-5.981126,-0.7706024,1,7
-5.0104704,0.5337431,1,0
2.7772567,3.9273765,0,11
-5.7086306,-0.52872145,1,5
-7.639198,-1.0416894,1,7
13.593003,-5.581069,0,-1
1.1477026,17.745522,0,10
14.780371,-6.0039597,0,-1
1.3793366,17.815758,0,9
14.796542,-4.4432783,0,23
15.883649,8.936434,0,4
15.967991,8.595859,0,8
14.479385,-5.6246605,0,3
16.140638,8.921495,0,8
3.1948485,1.8346839,0,4
4.1240745,3.557889,0,2
-6.8597403,-0.9083679,1,7
16.156052,7.951402,0,19
-4.6132727,-0.17140493,1,5
2.120743,2.6212137,0,17
16.172613,7.9067574,0,19
16.319643,7.826228,0,22
-4.885607,0.48372418,1,0
16.754084,8.708516,0,-1
13.466018,-5.095621,0,3
-6.534265,2.083618,1,6
13.554648,-5.0479546,0,3
2.5873785,4.085347,0,13
4.342984,3.6882915,0,2
17.030096,8.2451725,0,22
-5.0178185,0.52266854,1,0
0.98596907,17.47185,0,10
-5.809242,-0.65119064,1,18
2.6060326,4.1213193,0,13
-5.5814266,0.32485273,1,0
14.626109,-4.330633,0,23
16.081795,8.73009,0,8
4.3193927,3.6431618,0,2
-7.590718,-1.0312781,1,7
2.616251,4.167567,0,13
2.5981452,2.5161777,0,2
-7.539607,-1.0799462,1,7
16.081083,7.8794746,0,19
17.00569,8.326375,0,19
-4.9056945,0.5892825,1,0
16.757769,7.935109,1,14
14.650102,-4.367178,0,23
-6.6100984,-0.8123471,1,7
14.639223,-5.192458,0,21
3.27811,1.854909,0,4
14.543927,-4.127957,0,23
16.171247,7.9193664,0,19
-4.6110377,-0.31185326,1,5
2.0763261,2.6660142,0,11
14.158246,-4.8245354,0,1
16.297039,8.990539,0,8
-6.6018853,1.9366525,1,6
17.458242,8.120516,0,14
16.377123,8.95892,0,8
13.6509,-4.8305154,0,21
1.9958959,2.8771071,0,11
2.367837,3.5217214,0,13
15.763555,8.912581,0,4
2.6506782,4.0555406,0,13
14.081346,-4.9232407,0,21
-6.934587,2.1786027,1,6
14.578078,-5.52518,0,3
2.1698158,3.217233,0,13
14.241523,-4.8645835,0,1
-6.93856,1.9921162,1,6
14.314713,-4.797526,0,1
2.1728847,2.5015283,0,17
1.1260874,17.517303,0,10
-5.013076,0.6965269,1,0
-6.732587,1.8502288,1,6
4.3434615,3.6791644,0,2
14.527764,-5.341177,0,3
-7.2371387,-1.2994729,1,-1
2.2550964,3.2211144,0,11
17.368614,7.933926,0,14
2.0246398,2.6576672,0,11
-5.835233,-0.7140581,1,7
14.85681,-4.15595,0,20
1.5336592,17.545628,0,9
-4.5474052,-0.24494337,1,5
2.4531343,2.3701823,0,2
-5.5801797,0.48293966,1,0
3.1718764,3.0142047,0,2
13.779487,-4.690311,0,1
3.5691714,2.983624,0,2
3.4374673,2.5712826,0,4
16.267384,9.040757,0,8
14.457553,-5.0067806,0,1
-6.0170956,-0.7767529,1,7
17.47572,8.100559,0,14
-6.9496484,2.0621924,1,6
14.5768385,-4.04112,0,20
15.958777,8.179157,0,15
-5.60371,-0.37990814,1,5
13.706987,-4.705652,0,1
14.115473,-4.090961,0,23
1.9560747,2.8971443,0,13
-5.760938,-0.57496667,1,18
-4.7913003,0.436483,1,0
-6.78547,2.0316005,1,6
3.362556,1.719946,0,15
3.327212,3.2801292,0,2
-4.7187243,0.4466823,1,0
13.5650215,-5.519641,0,-1
15.951526,8.266395,0,-1
-4.957752,0.586448,1,0
16.033865,9.017938,0,4
15.092402,-4.094506,0,20
-5.2451797,-0.25325704,1,5
16.054277,8.8162155,0,8
15.811558,8.88849,0,4
1.1186662,17.926762,0,10
14.84936,-4.5694137,0,12
14.929795,-5.163452,0,1
1.0595019,17.478601,0,10
-6.043252,-0.5944511,1,18
-6.1260486,-0.6802611,1,18
1.2178576,17.959856,0,10
17.16681,8.427269,0,19
0.9924486,17.804533,0,10
14.4965725,-6.03776,0,-1
15.98492,8.81665,0,8
17.30235,8.10691,0,14
16.423716,7.7553153,0,14
14.480462,-4.7401266,0,1
1.4882941,17.711227,0,9
2.6806045,3.9588487,0,13
15.282726,-4.9449472,0,12
14.184395,-5.369802,0,3
13.98873,-5.970071,0,-1
14.221539,-4.608243,0,12
15.122175,-5.681988,0,3
17.13956,8.472662,0,15
4.2235446,3.6051142,0,2
-6.3815074,-0.5977602,1,5
2.18207,2.4658275,0,17
15.40373,-4.4699945,0,23
-6.6698513,2.0274248,1,6
14.981486,-5.8289833,0,3
2.6389015,4.1329455,0,13
13.719552,-5.236349,0,3
14.864368,-4.011476,0,20
-5.550634,0.18764327,1,0
-4.8056526,0.5381306,1,0
-6.7117863,-1.1191534,1,7
14.743861,-4.102984,0,20
2.272108,2.6084907,0,17
4.281947,3.6386187,0,2
14.897038,-5.912974,0,16
-4.4796085,0.04306161,1,0
3.4915376,2.5416658,0,4
-4.5823507,-0.47489962,1,18
1.5767668,17.390814,0,9
-6.740851,2.2685034,1,6
14.097688,-5.6738644,0,16
16.123514,8.7425375,0,8
-6.750115,1.9201248,1,6
14.75466,-5.2400146,0,21
-4.622231,-0.4315516,1,5
15.918072,8.311728,0,-1
3.4444509,2.5390859,0,4
-5.7833023,-0.59383607,1,18
16.872644,8.259361,0,19
2.291093,3.2458556,0,11
17.48047,8.12152,0,14
1.8760574,2.837796,0,13
-6.832541,-0.62853473,1,5
-5.710764,0.55196387,1,0
13.980581,-5.4843936,0,16
2.3044484,2.374668,0,2
14.280379,-4.7153406,0,1
-7.1913323,-1.3212264,1,-1
15.418562,-4.643649,0,23
2.205619,2.5024877,0,17
2.3877637,3.9575331,0,13
2.788492,3.38847,0,17
15.519314,-5.0200286,0,12
-6.603047,1.6106848,1,6
3.0020602,1.9840894,0,4
-7.633335,-1.0405998,1,7
2.0217688,2.763379,0,11
14.511062,-4.983211,0,1
2.4220798,2.7721162,0,17
16.034695,8.04839,0,15
3.5016763,1.7106698,0,19
1.1546916,17.476402,0,10
-5.9630904,-0.79479223,1,7
-4.903923,0.40091932,1,0
-5.5579305,0.092025705,1,0
2.3519125,3.438388,0,11
14.712335,-4.9009695,0,1
2.4818454,3.986273,0,13
15.129427,-5.1729727,0,1
1.3662043,17.956043,0,9
13.8080435,-5.4090285,0,16
14.711393,-5.674389,0,3
15.322595,-4.562286,0,23
-6.5016365,2.2226408,1,6
15.201669,-5.549978,0,3
16.381178,8.943674,0,8
15.407678,-5.2874007,0,1
17.205355,7.8328037,0,14
2.5612133,2.8907018,0,17
-5.504025,0.21964388,1,0
2.2365048,2.4600663,0,2
16.1952,7.955721,0,19
2.7444623,3.9685109,0,11
16.370155,8.531838,0,-1
14.705079,-5.995268,0,-1
16.385876,8.98432,0,8
16.177843,8.093982,0,15
1.4804844,17.8286,0,9
14.466539,-5.388452,0,3
3.2678378,1.819618,0,8
1.1009498,17.34354,0,10
14.709836,-5.681569,0,3
16.775265,8.064372,0,22
2.569928,4.11935,0,13
2.8305848,2.0483325,0,4
-5.736604,0.5811272,1,0
-4.787984,0.34062314,1,0
-6.657959,1.882969,1,6
-6.7633853,1.8187324,1,6
3.0290291,1.9055572,0,4
14.229267,-5.5121837,0,3
1.5774593,17.498304,0,9
1.3355498,17.507584,0,9
4.193023,3.5336204,0,2
4.3781276,3.7025242,0,2
4.1283374,3.519275,0,2
-5.0667295,0.64579296,1,0
1.1816407,17.474794,0,10
13.55923,-5.003156,0,3
-4.821635,0.3489159,1,0
2.8559613,2.0137746,0,4
1.0748135,17.57506,0,10
15.497833,-4.7309203,0,12
14.132514,-5.6982646,0,16
16.330517,8.665023,0,8
2.0832913,2.8569908,0,11
0.9114654,17.760468,0,10
1.5380206,17.635075,0,9
-5.32088,-0.39746895,1,5
16.172844,8.583429,0,8
15.9043255,8.951449,0,4
-6.4879313,2.2967927,1,6
-4.754235,0.40924206,1,0
15.918977,8.9555435,0,4
2.2979898,3.1769087,0,11
4.334938,3.6759617,0,2
14.83018,-5.2917542,0,21
-4.519608,0.0689746,1,0
16.042896,8.529536,0,8
-6.507789,2.2557003,1,6
