physician_id,category_id
2364755,AttendingPhysician
2328347,AttendingPhysician
2371579,AttendingPhysician
2357302,AttendingPhysician
2315010,AttendingPhysician
2396767,AttendingPhysician
2404772,AttendingPhysician
2312596,AttendingPhysician
2356571,AttendingPhysician
2347585,AttendingPhysician
2422210,AttendingPhysician
2337362,AttendingPhysician
2356932,AttendingPhysician
2366532,AttendingPhysician
2383481,AttendingPhysician
2347925,AttendingPhysician
2352555,AttendingPhysician
2384948,AttendingPhysician
2317982,AttendingPhysician
2329052,AttendingPhysician
2429078,AttendingPhysician
2347948,AttendingPhysician
2400422,AttendingPhysician
2388798,AttendingPhysician
2410597,AttendingPhysician
2383336,AttendingPhysician
2346840,AttendingPhysician
2393280,AttendingPhysician
2371179,AttendingPhysician
2432565,AttendingPhysician
2404881,AttendingPhysician
2422181,AttendingPhysician
2426591,AttendingPhysician
2377234,AttendingPhysician
2343985,AttendingPhysician
2313675,AttendingPhysician
2415025,AttendingPhysician
2383446,AttendingPhysician
2323543,AttendingPhysician
2339781,AttendingPhysician
2345164,AttendingPhysician
2428634,AttendingPhysician
2389933,AttendingPhysician
2347943,AttendingPhysician
2378732,AttendingPhysician
2413581,AttendingPhysician
2321185,AttendingPhysician
2423534,AttendingPhysician
2314027,AttendingPhysician
2419779,AttendingPhysician
2429080,AttendingPhysician
2366589,AttendingPhysician
2406201,AttendingPhysician
2345552,AttendingPhysician
2348301,AttendingPhysician
2342457,AttendingPhysician
2344322,AttendingPhysician
2312034,AttendingPhysician
2339339,AttendingPhysician
2416865,AttendingPhysician
2359744,AttendingPhysician
2412830,AttendingPhysician
2386240,AttendingPhysician
2325656,AttendingPhysician
2397930,AttendingPhysician
2432163,AttendingPhysician
2313586,AttendingPhysician
2416497,AttendingPhysician
2332777,AttendingPhysician
2321576,AttendingPhysician
2331347,AttendingPhysician
2330656,AttendingPhysician
2389712,AttendingPhysician
2406872,AttendingPhysician
2350478,AttendingPhysician
2342936,AttendingPhysician
2330601,AttendingPhysician
2338199,AttendingPhysician
2406370,AttendingPhysician
2373949,AttendingPhysician
2404352,AttendingPhysician
2344869,AttendingPhysician
2333674,AttendingPhysician
2340832,AttendingPhysician
2419290,AttendingPhysician
2412508,AttendingPhysician
2381949,AttendingPhysician
2414802,AttendingPhysician
2339685,AttendingPhysician
2383264,AttendingPhysician
2431177,AttendingPhysician
2430885,AttendingPhysician
2411449,AttendingPhysician
2353584,AttendingPhysician
2322184,AttendingPhysician
2423392,AttendingPhysician
2355134,AttendingPhysician
2311343,AttendingPhysician
2431694,AttendingPhysician
2352756,AttendingPhysician
2318886,AttendingPhysician
2394939,AttendingPhysician
2410149,AttendingPhysician
2414118,AttendingPhysician
2354801,AttendingPhysician
2392424,AttendingPhysician
2349420,AttendingPhysician
2402251,AttendingPhysician
2376914,AttendingPhysician
2418984,AttendingPhysician
2328895,AttendingPhysician
2359290,AttendingPhysician
2380757,AttendingPhysician
2328402,AttendingPhysician
2341452,AttendingPhysician
2372922,AttendingPhysician
2365827,AttendingPhysician
2429055,AttendingPhysician
2369502,AttendingPhysician
2413899,AttendingPhysician
2380666,AttendingPhysician
2417361,AttendingPhysician
2388193,AttendingPhysician
2370467,AttendingPhysician
2325936,AttendingPhysician
2413658,AttendingPhysician
2429887,AttendingPhysician
2432295,AttendingPhysician
2430090,AttendingPhysician
2342906,AttendingPhysician
2385030,AttendingPhysician
2383223,AttendingPhysician
2316594,AttendingPhysician
2429194,AttendingPhysician
2385136,AttendingPhysician
2320581,AttendingPhysician
2427210,AttendingPhysician
2373572,AttendingPhysician
2352698,AttendingPhysician
2349491,AttendingPhysician
2339699,AttendingPhysician
2354337,AttendingPhysician
2424249,AttendingPhysician
2323063,AttendingPhysician
2321679,AttendingPhysician
2333454,AttendingPhysician
2374681,AttendingPhysician
2355256,AttendingPhysician
2363737,AttendingPhysician
2422532,AttendingPhysician
2313599,AttendingPhysician
2356104,AttendingPhysician
2363992,AttendingPhysician
2407961,AttendingPhysician
2409836,AttendingPhysician
2396117,AttendingPhysician
2387053,AttendingPhysician
2346413,AttendingPhysician
2421888,AttendingPhysician
2429296,AttendingPhysician
2348473,AttendingPhysician
2335622,AttendingPhysician
2426628,AttendingPhysician
2369804,AttendingPhysician
2359164,AttendingPhysician
2406209,AttendingPhysician
2368396,AttendingPhysician
2390393,AttendingPhysician
2321347,AttendingPhysician
2312425,AttendingPhysician
2391454,AttendingPhysician
2348450,AttendingPhysician
2360647,AttendingPhysician
2350923,AttendingPhysician
2407121,AttendingPhysician
2398389,AttendingPhysician
2343207,AttendingPhysician
2397991,AttendingPhysician
2349485,AttendingPhysician
2393521,AttendingPhysician
2327244,AttendingPhysician
2396783,AttendingPhysician
2416493,AttendingPhysician
2342369,AttendingPhysician
2391800,AttendingPhysician
2377712,AttendingPhysician
2334665,AttendingPhysician
2354343,AttendingPhysician
2332993,AttendingPhysician
2327096,AttendingPhysician
2322330,AttendingPhysician
2364422,AttendingPhysician
2385045,AttendingPhysician
2344967,AttendingPhysician
2373165,AttendingPhysician
2348307,AttendingPhysician
2360244,AttendingPhysician
2339042,AttendingPhysician
2410427,AttendingPhysician
2403478,AttendingPhysician
2319087,AttendingPhysician
2408544,AttendingPhysician
2348046,AttendingPhysician
2350070,AttendingPhysician
2426886,AttendingPhysician
2362979,AttendingPhysician
2312274,AttendingPhysician
2349351,AttendingPhysician
2399336,AttendingPhysician
2365265,AttendingPhysician
2408810,AttendingPhysician
2360622,AttendingPhysician
2413916,AttendingPhysician
2416229,AttendingPhysician
2428254,AttendingPhysician
2395483,AttendingPhysician
2406323,AttendingPhysician
2417596,AttendingPhysician
2320313,AttendingPhysician
2426406,AttendingPhysician
2338524,AttendingPhysician
2396813,AttendingPhysician
2353698,AttendingPhysician
2415330,AttendingPhysician
2334243,AttendingPhysician
2351002,AttendingPhysician
2413124,AttendingPhysician
2379167,AttendingPhysician
2343240,AttendingPhysician
2391746,AttendingPhysician
2395925,AttendingPhysician
2430604,AttendingPhysician
2325102,AttendingPhysician
2318058,AttendingPhysician
2415414,AttendingPhysician
2319342,AttendingPhysician
2334789,AttendingPhysician
2412513,AttendingPhysician
2402294,AttendingPhysician
2350765,AttendingPhysician
2312560,AttendingPhysician
2349909,AttendingPhysician
2433510,AttendingPhysician
2363227,AttendingPhysician
2326732,AttendingPhysician
2415086,AttendingPhysician
2339445,AttendingPhysician
2348535,AttendingPhysician
2388482,AttendingPhysician
2387395,AttendingPhysician
2374565,AttendingPhysician
2384200,AttendingPhysician
2391892,AttendingPhysician
2366560,AttendingPhysician
2353878,AttendingPhysician
2330576,AttendingPhysician
2359221,AttendingPhysician
2351121,AttendingPhysician
2333597,AttendingPhysician
2325029,AttendingPhysician
2381660,AttendingPhysician
2328677,AttendingPhysician
2416709,AttendingPhysician
2343114,AttendingPhysician
2324757,AttendingPhysician
2417126,AttendingPhysician
2315703,AttendingPhysician
2359368,AttendingPhysician
2346872,AttendingPhysician
2384638,AttendingPhysician
2425123,AttendingPhysician
2324819,AttendingPhysician
2316333,AttendingPhysician
2397169,AttendingPhysician
2375910,AttendingPhysician
2433329,AttendingPhysician
2392231,AttendingPhysician
2384066,AttendingPhysician
2339799,AttendingPhysician
2371413,AttendingPhysician
2354655,AttendingPhysician
2378315,AttendingPhysician
2384668,AttendingPhysician
2328950,AttendingPhysician
2328763,AttendingPhysician
2312428,AttendingPhysician
2428858,AttendingPhysician
2389942,AttendingPhysician
2400783,AttendingPhysician
2380502,AttendingPhysician
2428062,AttendingPhysician
2319745,AttendingPhysician
2333646,AttendingPhysician
2365868,AttendingPhysician
2330437,AttendingPhysician
2326624,AttendingPhysician
2375044,AttendingPhysician
2418531,AttendingPhysician
2387235,AttendingPhysician
2429195,AttendingPhysician
2419420,AttendingPhysician
2374189,AttendingPhysician
2359573,AttendingPhysician
2400742,AttendingPhysician
2423059,AttendingPhysician
2323132,AttendingPhysician
2413509,AttendingPhysician
2377709,AttendingPhysician
2366658,AttendingPhysician
2427881,AttendingPhysician
2422043,AttendingPhysician
2379247,AttendingPhysician
2429420,AttendingPhysician
2425959,AttendingPhysician
2412092,AttendingPhysician
2376343,AttendingPhysician
2432650,AttendingPhysician
2323501,AttendingPhysician
2340328,AttendingPhysician
2311067,AttendingPhysician
2384272,AttendingPhysician
2424985,AttendingPhysician
2420288,AttendingPhysician
2393995,AttendingPhysician
2392327,AttendingPhysician
2397283,AttendingPhysician
2422954,AttendingPhysician
2314768,AttendingPhysician
2333891,AttendingPhysician
2368674,AttendingPhysician
2371071,AttendingPhysician
2315974,AttendingPhysician
2395080,AttendingPhysician
2338780,AttendingPhysician
2405457,AttendingPhysician
2426404,AttendingPhysician
2380785,AttendingPhysician
2394143,AttendingPhysician
2430083,AttendingPhysician
2389156,AttendingPhysician
2373423,AttendingPhysician
2320357,AttendingPhysician
2423877,AttendingPhysician
2350524,AttendingPhysician
2375728,AttendingPhysician
2391413,AttendingPhysician
2388025,AttendingPhysician
2335146,AttendingPhysician
2403682,AttendingPhysician
2322048,AttendingPhysician
2321288,AttendingPhysician
2363761,AttendingPhysician
2418910,AttendingPhysician
2383555,AttendingPhysician
2384321,AttendingPhysician
2312236,AttendingPhysician
2378506,AttendingPhysician
2344093,AttendingPhysician
2373630,AttendingPhysician
2342324,AttendingPhysician
2420625,AttendingPhysician
2409418,AttendingPhysician
2362370,AttendingPhysician
2382747,AttendingPhysician
2332608,AttendingPhysician
2419512,AttendingPhysician
2344772,AttendingPhysician
2376184,AttendingPhysician
2396257,AttendingPhysician
2400550,AttendingPhysician
2311407,AttendingPhysician
2402056,AttendingPhysician
2402522,AttendingPhysician
2386076,AttendingPhysician
2324753,AttendingPhysician
2338065,AttendingPhysician
2315638,AttendingPhysician
2330444,AttendingPhysician
2425559,AttendingPhysician
2362203,AttendingPhysician
2363575,AttendingPhysician
2423988,AttendingPhysician
2416204,AttendingPhysician
2399455,AttendingPhysician
2402002,AttendingPhysician
2433419,AttendingPhysician
2433461,AttendingPhysician
2403710,AttendingPhysician
2337978,AttendingPhysician
2379662,AttendingPhysician
2338234,AttendingPhysician
2353756,AttendingPhysician
2316798,AttendingPhysician
2411052,AttendingPhysician
2369247,AttendingPhysician
2365349,AttendingPhysician
2362965,AttendingPhysician
2380787,AttendingPhysician
2414278,AttendingPhysician
2380132,AttendingPhysician
2396496,AttendingPhysician
2384975,AttendingPhysician
2387900,AttendingPhysician
2430054,AttendingPhysician
2365399,AttendingPhysician
2314237,AttendingPhysician
2404717,AttendingPhysician
2315715,AttendingPhysician
2349419,AttendingPhysician
2316911,AttendingPhysician
2419443,AttendingPhysician
2370741,AttendingPhysician
2388358,AttendingPhysician
2348872,AttendingPhysician
2433956,AttendingPhysician
2367925,AttendingPhysician
2332586,AttendingPhysician
2402355,AttendingPhysician
2316159,AttendingPhysician
2398676,AttendingPhysician
2364094,AttendingPhysician
2423941,AttendingPhysician
2425793,AttendingPhysician
2342851,AttendingPhysician
2397506,AttendingPhysician
2322681,AttendingPhysician
2393943,AttendingPhysician
2343331,AttendingPhysician
2423627,AttendingPhysician
2342375,AttendingPhysician
2409965,AttendingPhysician
2375975,AttendingPhysician
2433859,AttendingPhysician
2352479,AttendingPhysician
2427303,AttendingPhysician
2375141,AttendingPhysician
2405937,AttendingPhysician
2384893,AttendingPhysician
2353253,AttendingPhysician
2401912,AttendingPhysician
2417212,AttendingPhysician
2334992,AttendingPhysician
2339153,AttendingPhysician
2333917,AttendingPhysician
2410752,AttendingPhysician
2402457,AttendingPhysician
2312130,AttendingPhysician
2321245,AttendingPhysician
2407989,AttendingPhysician
2335361,AttendingPhysician
2325351,AttendingPhysician
2375969,AttendingPhysician
2421606,AttendingPhysician
2372048,AttendingPhysician
2346309,AttendingPhysician
2398141,AttendingPhysician
2368961,AttendingPhysician
2403641,AttendingPhysician
2423304,AttendingPhysician
2404394,AttendingPhysician
2314142,AttendingPhysician
2314056,AttendingPhysician
2388964,AttendingPhysician
2336986,AttendingPhysician
2392690,AttendingPhysician
2345190,AttendingPhysician
2333331,AttendingPhysician
2319063,AttendingPhysician
2373688,AttendingPhysician
2356432,AttendingPhysician
2347369,AttendingPhysician
2320861,AttendingPhysician
2313319,AttendingPhysician
2416220,AttendingPhysician
2339073,AttendingPhysician
2383534,AttendingPhysician
2380840,AttendingPhysician
2394745,AttendingPhysician
2349300,AttendingPhysician
2391941,AttendingPhysician
2389456,AttendingPhysician
2431923,AttendingPhysician
2351111,AttendingPhysician
2340158,AttendingPhysician
2348243,AttendingPhysician
2372645,AttendingPhysician
2356172,AttendingPhysician
2333152,AttendingPhysician
2411989,AttendingPhysician
2394274,AttendingPhysician
2405650,AttendingPhysician
2366633,AttendingPhysician
2349224,AttendingPhysician
2317872,AttendingPhysician
2372137,AttendingPhysician
2353003,AttendingPhysician
2416193,AttendingPhysician
2421763,AttendingPhysician
2351668,AttendingPhysician
2365799,AttendingPhysician
2420544,AttendingPhysician
2409699,AttendingPhysician
2313396,AttendingPhysician
2338272,AttendingPhysician
2424703,AttendingPhysician
2385396,AttendingPhysician
2367204,AttendingPhysician
2382568,AttendingPhysician
2396953,AttendingPhysician
2349647,AttendingPhysician
2401145,AttendingPhysician
2335375,AttendingPhysician
2429095,AttendingPhysician
2427301,AttendingPhysician
2354554,AttendingPhysician
2357656,AttendingPhysician
2426708,AttendingPhysician
2397861,AttendingPhysician
2418522,AttendingPhysician
2376662,AttendingPhysician
2327386,AttendingPhysician
2423641,AttendingPhysician
2403516,AttendingPhysician
2340021,AttendingPhysician
2393040,AttendingPhysician
2379800,AttendingPhysician
2330845,AttendingPhysician
2400672,AttendingPhysician
2361063,AttendingPhysician
2375943,AttendingPhysician
2346657,AttendingPhysician
2422221,AttendingPhysician
2382012,AttendingPhysician
2316285,AttendingPhysician
2370075,AttendingPhysician
2356051,AttendingPhysician
2368882,AttendingPhysician
2396617,AttendingPhysician
2412566,AttendingPhysician
2353097,AttendingPhysician
2333735,AttendingPhysician
2431039,AttendingPhysician
2417201,AttendingPhysician
2389719,AttendingPhysician
2318447,AttendingPhysician
2393816,AttendingPhysician
2408595,AttendingPhysician
2346243,AttendingPhysician
2427523,AttendingPhysician
2424454,AttendingPhysician
2321484,AttendingPhysician
2319973,AttendingPhysician
2388567,AttendingPhysician
2338134,AttendingPhysician
2405131,AttendingPhysician
2359939,AttendingPhysician
2320341,AttendingPhysician
2388886,AttendingPhysician
2385550,AttendingPhysician
2345038,AttendingPhysician
2425776,AttendingPhysician
2423833,AttendingPhysician
2332198,AttendingPhysician
2391675,AttendingPhysician
2378799,AttendingPhysician
2312780,AttendingPhysician
2320707,AttendingPhysician
2406867,AttendingPhysician
2392623,AttendingPhysician
2320439,AttendingPhysician
2327580,AttendingPhysician
2324059,AttendingPhysician
2319349,AttendingPhysician
2400446,AttendingPhysician
2375219,AttendingPhysician
2409844,AttendingPhysician
2323447,AttendingPhysician
2387126,AttendingPhysician
2412132,AttendingPhysician
2340634,AttendingPhysician
2315682,AttendingPhysician
2344053,AttendingPhysician
2415080,AttendingPhysician
2354511,AttendingPhysician
2332386,AttendingPhysician
2320309,AttendingPhysician
2422380,AttendingPhysician
2413582,AttendingPhysician
2352546,AttendingPhysician
2315700,AttendingPhysician
2419538,AttendingPhysician
2342820,AttendingPhysician
2375355,AttendingPhysician
2422717,AttendingPhysician
2335850,AttendingPhysician
2367634,AttendingPhysician
2346809,AttendingPhysician
2405720,AttendingPhysician
2326549,AttendingPhysician
2423585,AttendingPhysician
2322468,AttendingPhysician
2354224,AttendingPhysician
2339709,AttendingPhysician
2372455,AttendingPhysician
2424209,AttendingPhysician
2365285,AttendingPhysician
2319206,AttendingPhysician
2347425,AttendingPhysician
2384865,AttendingPhysician
2426509,AttendingPhysician
2424712,AttendingPhysician
2358414,AttendingPhysician
2336856,AttendingPhysician
2402326,AttendingPhysician
2348284,AttendingPhysician
2335335,AttendingPhysician
2378899,AttendingPhysician
2323473,AttendingPhysician
2350526,AttendingPhysician
2433664,AttendingPhysician
2396473,AttendingPhysician
2372904,AttendingPhysician
2313493,AttendingPhysician
2424272,AttendingPhysician
2388540,AttendingPhysician
2378824,AttendingPhysician
2420203,AttendingPhysician
2360764,AttendingPhysician
2400373,AttendingPhysician
2421969,AttendingPhysician
2325000,AttendingPhysician
2395484,AttendingPhysician
2426224,AttendingPhysician
2399574,AttendingPhysician
2376511,AttendingPhysician
2396179,AttendingPhysician
2328307,AttendingPhysician
2390120,AttendingPhysician
2315287,AttendingPhysician
2338169,AttendingPhysician
2394119,AttendingPhysician
2373516,AttendingPhysician
2324754,AttendingPhysician
2380852,AttendingPhysician
2330784,AttendingPhysician
2373205,AttendingPhysician
2353048,AttendingPhysician
2426179,AttendingPhysician
2373236,AttendingPhysician
2398501,AttendingPhysician
2432213,AttendingPhysician
2391511,AttendingPhysician
2352687,AttendingPhysician
2339661,AttendingPhysician
2412023,AttendingPhysician
2354799,AttendingPhysician
2331948,AttendingPhysician
2365436,AttendingPhysician
2314563,AttendingPhysician
2406669,AttendingPhysician
2378110,AttendingPhysician
2406849,AttendingPhysician
2423648,AttendingPhysician
2401007,AttendingPhysician
2380551,AttendingPhysician
2388549,AttendingPhysician
2370573,AttendingPhysician
2321356,AttendingPhysician
2342963,AttendingPhysician
2385693,AttendingPhysician
2389516,AttendingPhysician
2417045,AttendingPhysician
2395736,AttendingPhysician
2409080,AttendingPhysician
2373335,AttendingPhysician
2366694,AttendingPhysician
2382901,AttendingPhysician
2334069,AttendingPhysician
2338861,AttendingPhysician
2431837,AttendingPhysician
2368751,AttendingPhysician
2364126,AttendingPhysician
2395922,AttendingPhysician
2387685,AttendingPhysician
2382960,AttendingPhysician
2326470,AttendingPhysician
2381478,AttendingPhysician
2372200,AttendingPhysician
2357108,AttendingPhysician
2341825,AttendingPhysician
2362200,AttendingPhysician
2418867,AttendingPhysician
2421154,AttendingPhysician
2327610,AttendingPhysician
2414602,AttendingPhysician
2415313,AttendingPhysician
2318956,AttendingPhysician
2326637,AttendingPhysician
2318506,AttendingPhysician
2381560,AttendingPhysician
2413022,AttendingPhysician
2390213,AttendingPhysician
2317466,AttendingPhysician
2347296,AttendingPhysician
2361903,AttendingPhysician
2344589,AttendingPhysician
2383020,AttendingPhysician
2368443,AttendingPhysician
2332704,AttendingPhysician
2353114,AttendingPhysician
2388477,AttendingPhysician
2418815,AttendingPhysician
2397703,AttendingPhysician
2329913,AttendingPhysician
2416794,AttendingPhysician
2332706,AttendingPhysician
2319174,AttendingPhysician
2421539,AttendingPhysician
2356027,AttendingPhysician
2339355,AttendingPhysician
2353225,AttendingPhysician
2339481,AttendingPhysician
2338968,AttendingPhysician
2402772,AttendingPhysician
2326071,AttendingPhysician
2314754,AttendingPhysician
2353780,AttendingPhysician
2398050,AttendingPhysician
2379945,AttendingPhysician
2343722,AttendingPhysician
2382285,AttendingPhysician
2417040,AttendingPhysician
2381896,AttendingPhysician
2352488,AttendingPhysician
2418664,AttendingPhysician
2371896,AttendingPhysician
2352248,AttendingPhysician
2399381,AttendingPhysician
2329774,AttendingPhysician
2422388,AttendingPhysician
2402084,AttendingPhysician
2409187,AttendingPhysician
2353911,AttendingPhysician
2385474,AttendingPhysician
2398277,AttendingPhysician
2403755,AttendingPhysician
2360773,AttendingPhysician
2326413,AttendingPhysician
2413952,AttendingPhysician
2335776,AttendingPhysician
2407400,AttendingPhysician
2412121,AttendingPhysician
2372267,AttendingPhysician
2423756,AttendingPhysician
2334613,AttendingPhysician
2373731,AttendingPhysician
2426843,AttendingPhysician
2338038,AttendingPhysician
2431136,AttendingPhysician
2375509,AttendingPhysician
2370768,AttendingPhysician
2433724,AttendingPhysician
2367162,AttendingPhysician
2341671,AttendingPhysician
2337089,AttendingPhysician
2313127,AttendingPhysician
2379636,AttendingPhysician
2384189,AttendingPhysician
2399399,AttendingPhysician
2393344,AttendingPhysician
2325716,AttendingPhysician
2400274,AttendingPhysician
