provider_id,PotentialFraud,category_id
1055507,0,Provider
1055522,0,Provider
1052656,0,Provider
1055037,0,Provider
1055978,0,Provider
1053621,0,Provider
1054944,0,Provider
1054508,0,Provider
1054335,0,Provider
1056725,0,Provider
1052678,0,Provider
1054332,0,Provider
1054444,0,Provider
1055022,1,Provider
1057306,1,Provider
1057346,0,Provider
1054595,0,Provider
1054596,0,Provider
1054620,0,Provider
1054627,0,Provider
1054634,0,Provider
1054636,0,Provider
1054506,0,Provider
1054952,1,Provider
1055138,0,Provider
1052598,0,Provider
1052605,0,Provider
1052146,0,Provider
1052193,0,Provider
1055230,1,Provider
1057519,0,Provider
1055479,0,Provider
1052343,1,Provider
1051845,0,Provider
1052367,0,Provider
1056239,0,Provider
1056245,0,Provider
1056275,0,Provider
1057205,0,Provider
1057253,0,Provider
1054323,1,Provider
1056416,1,Provider
1052157,0,Provider
1055214,0,Provider
1054739,1,Provider
1055737,0,Provider
1051042,0,Provider
1055614,0,Provider
1055654,0,Provider
1055392,0,Provider
1056588,1,Provider
1056628,0,Provider
1056689,1,Provider
1057049,1,Provider
1053676,0,Provider
1053700,0,Provider
1052665,0,Provider
1052772,0,Provider
1055467,1,Provider
1053895,1,Provider
1054573,0,Provider
1054635,0,Provider
1052988,0,Provider
1052154,0,Provider
1053625,0,Provider
1055482,1,Provider
1055958,0,Provider
1057208,0,Provider
1052574,1,Provider
1052690,1,Provider
1056552,0,Provider
1056615,0,Provider
1054517,0,Provider
1052104,0,Provider
1055951,1,Provider
1055955,0,Provider
1054080,0,Provider
1051837,0,Provider
1051847,0,Provider
1051848,0,Provider
1051905,0,Provider
1055013,0,Provider
1056537,0,Provider
1055849,1,Provider
1056735,0,Provider
1056754,0,Provider
1053873,0,Provider
1053383,0,Provider
1053435,0,Provider
1053439,0,Provider
1053442,0,Provider
1053534,0,Provider
1051031,0,Provider
1051062,0,Provider
1056444,1,Provider
1056019,0,Provider
1051146,1,Provider
1057322,0,Provider
1052042,0,Provider
1054216,0,Provider
1054240,0,Provider
1054247,0,Provider
1056433,0,Provider
1057191,1,Provider
1057218,0,Provider
1052021,1,Provider
1054734,0,Provider
1054753,0,Provider
1055917,0,Provider
1055918,0,Provider
1055030,1,Provider
1056039,0,Provider
1052059,1,Provider
1051183,0,Provider
1051399,1,Provider
1051578,1,Provider
1057313,0,Provider
1057532,0,Provider
1053605,0,Provider
1054337,0,Provider
1054427,0,Provider
1056249,1,Provider
1056265,0,Provider
1056437,1,Provider
1056438,1,Provider
1056494,0,Provider
1053238,0,Provider
1053239,0,Provider
1053253,0,Provider
1053296,0,Provider
1053300,0,Provider
1053374,0,Provider
1056469,0,Provider
1053382,0,Provider
1053440,0,Provider
1053441,0,Provider
1053444,0,Provider
1053477,0,Provider
1052017,0,Provider
1051954,0,Provider
1051347,1,Provider
1051456,0,Provider
1054965,0,Provider
1056577,0,Provider
1053776,1,Provider
1053786,1,Provider
1051255,0,Provider
1051273,0,Provider
1051447,1,Provider
1053245,1,Provider
1057231,0,Provider
1051379,0,Provider
1051734,0,Provider
1053702,0,Provider
1057175,0,Provider
1054354,1,Provider
1054477,0,Provider
1055984,0,Provider
1051049,0,Provider
1054882,1,Provider
1054924,0,Provider
1053043,0,Provider
1053059,0,Provider
1056345,0,Provider
1056351,0,Provider
1055180,0,Provider
1054955,1,Provider
1055048,1,Provider
1051145,1,Provider
1051229,0,Provider
1053892,0,Provider
1056541,1,Provider
1055865,0,Provider
1053658,0,Provider
1051394,0,Provider
1051460,0,Provider
1051474,0,Provider
1051600,0,Provider
1052469,0,Provider
1052591,0,Provider
1053401,1,Provider
1053461,1,Provider
1053483,0,Provider
1053484,0,Provider
1055997,0,Provider
1051247,0,Provider
1051264,0,Provider
1051287,0,Provider
1051300,0,Provider
1052903,1,Provider
1057501,0,Provider
1053773,0,Provider
1053799,0,Provider
1053889,0,Provider
1057600,0,Provider
1052827,0,Provider
1052845,0,Provider
1052560,0,Provider
1052725,0,Provider
1054454,0,Provider
1051984,0,Provider
1052057,0,Provider
1054973,0,Provider
1055855,0,Provider
1055864,0,Provider
1051598,0,Provider
1056648,0,Provider
1055265,0,Provider
1053266,1,Provider
1053044,0,Provider
1053056,0,Provider
1054348,0,Provider
1054379,0,Provider
1054438,0,Provider
1052942,0,Provider
1052955,0,Provider
1052163,0,Provider
1053381,0,Provider
1053417,1,Provider
1051950,0,Provider
1053547,0,Provider
1051439,0,Provider
1057344,1,Provider
1053876,0,Provider
1051366,0,Provider
1056663,0,Provider
1053677,1,Provider
1053682,0,Provider
1055850,0,Provider
1054761,0,Provider
1056442,1,Provider
1052348,0,Provider
1052351,0,Provider
1055263,0,Provider
1051180,0,Provider
1051209,0,Provider
1053945,0,Provider
1055252,0,Provider
1057725,0,Provider
1054895,1,Provider
1055034,1,Provider
1051005,1,Provider
1053913,0,Provider
1053934,0,Provider
1053950,0,Provider
1051432,0,Provider
1051841,0,Provider
1051911,0,Provider
1052340,1,Provider
1053259,0,Provider
1053312,0,Provider
1053326,0,Provider
1053335,0,Provider
1052881,0,Provider
1056241,0,Provider
1056259,1,Provider
1055182,0,Provider
1055232,0,Provider
1055304,0,Provider
1055313,0,Provider
1055338,0,Provider
1055357,0,Provider
1053909,0,Provider
1051535,0,Provider
1057686,0,Provider
1055010,1,Provider
1055246,0,Provider
1053750,0,Provider
1053252,0,Provider
1057455,0,Provider
1056625,0,Provider
1053117,0,Provider
1053121,1,Provider
1055715,1,Provider
1055717,0,Provider
1053872,0,Provider
1052065,1,Provider
1052159,0,Provider
1052281,0,Provider
1057555,0,Provider
1052304,0,Provider
1054934,0,Provider
1054977,0,Provider
1055029,0,Provider
1055110,0,Provider
1052020,1,Provider
1053927,0,Provider
1056967,0,Provider
1057129,0,Provider
1057318,0,Provider
1057335,1,Provider
1057376,0,Provider
1053242,1,Provider
1053248,0,Provider
1053260,0,Provider
1053276,0,Provider
1053303,0,Provider
1055177,0,Provider
1055183,0,Provider
1057312,1,Provider
1052663,0,Provider
1052873,0,Provider
1052950,0,Provider
1052953,0,Provider
1054228,0,Provider
1054239,0,Provider
1054255,0,Provider
1054324,0,Provider
1054076,0,Provider
1056616,1,Provider
1056764,0,Provider
1057152,0,Provider
1052031,0,Provider
1057109,0,Provider
1057209,1,Provider
1057224,0,Provider
1055056,0,Provider
1055099,0,Provider
1055108,0,Provider
1055465,0,Provider
1056788,0,Provider
1056790,0,Provider
1051737,0,Provider
1051770,0,Provider
1052853,0,Provider
1052889,0,Provider
1052916,0,Provider
1054963,0,Provider
1052982,1,Provider
1053007,1,Provider
1054230,1,Provider
1054291,0,Provider
1056449,0,Provider
1051253,0,Provider
1051335,0,Provider
1051994,0,Provider
1052014,0,Provider
1052587,0,Provider
1052614,0,Provider
1051568,0,Provider
1052566,0,Provider
1057521,0,Provider
1051790,0,Provider
1055946,0,Provider
1054723,0,Provider
1057230,1,Provider
1052877,0,Provider
1052884,1,Provider
1052917,0,Provider
1054098,1,Provider
1053638,0,Provider
1053664,0,Provider
1055872,0,Provider
1051035,0,Provider
1051060,0,Provider
1051082,0,Provider
1051114,0,Provider
1054107,0,Provider
1051342,0,Provider
1051669,0,Provider
1056191,0,Provider
1052645,0,Provider
1052502,1,Provider
1057410,0,Provider
1054914,0,Provider
1054933,1,Provider
1055192,0,Provider
1055213,0,Provider
1055231,0,Provider
1055366,0,Provider
1051809,0,Provider
1055690,0,Provider
1055719,0,Provider
1057641,0,Provider
1055956,0,Provider
1056591,1,Provider
1051849,0,Provider
1051852,0,Provider
1051836,1,Provider
1051851,1,Provider
1052310,0,Provider
1052342,0,Provider
1052359,0,Provider
1052414,0,Provider
1051670,0,Provider
1052558,0,Provider
1052561,0,Provider
1052661,0,Provider
1052589,1,Provider
1056748,1,Provider
1054342,0,Provider
1054387,0,Provider
1053880,0,Provider
1052058,0,Provider
1054814,0,Provider
1055676,1,Provider
1054905,0,Provider
1055057,1,Provider
1057153,0,Provider
1051464,0,Provider
1052515,0,Provider
1057108,0,Provider
1057343,0,Provider
1055822,0,Provider
1053977,0,Provider
1052887,1,Provider
1056448,0,Provider
1052097,0,Provider
1052131,0,Provider
1056216,0,Provider
1056243,0,Provider
1052593,1,Provider
1052657,0,Provider
1052715,0,Provider
1053675,0,Provider
1054133,0,Provider
1054139,0,Provider
1054181,0,Provider
1053443,0,Provider
1056452,0,Provider
1052373,0,Provider
1053871,0,Provider
1053942,0,Provider
1053986,0,Provider
1054541,0,Provider
1054675,1,Provider
1053816,0,Provider
1057036,0,Provider
1057756,0,Provider
1055689,1,Provider
1051348,0,Provider
1051355,0,Provider
1051443,0,Provider
1056602,0,Provider
1056671,0,Provider
1055264,0,Provider
1056481,1,Provider
1054724,0,Provider
1056425,1,Provider
1052980,0,Provider
1053894,1,Provider
1056430,0,Provider
1056467,0,Provider
1056517,0,Provider
1052303,0,Provider
1052332,0,Provider
1052349,0,Provider
1052356,0,Provider
1052449,0,Provider
1052045,1,Provider
1055239,0,Provider
1055269,0,Provider
1051030,0,Provider
1051072,0,Provider
1051112,0,Provider
1051113,0,Provider
1051121,0,Provider
1055633,0,Provider
1056479,0,Provider
1056526,0,Provider
1057204,1,Provider
1051356,0,Provider
1054511,0,Provider
1057336,0,Provider
1054083,0,Provider
1054111,1,Provider
1054786,1,Provider
1053670,1,Provider
1053672,0,Provider
1053674,0,Provider
1053686,0,Provider
1053709,0,Provider
1054209,1,Provider
1054219,0,Provider
1057307,0,Provider
1057348,0,Provider
1057379,0,Provider
1055893,1,Provider
1055907,0,Provider
1056404,0,Provider
1056435,1,Provider
1056461,0,Provider
1054938,0,Provider
1054404,0,Provider
1057156,0,Provider
1053520,0,Provider
1052654,0,Provider
1057596,0,Provider
1053790,1,Provider
1053910,0,Provider
1054946,0,Provider
1057166,1,Provider
1057287,0,Provider
1057192,0,Provider
1057211,0,Provider
1056044,0,Provider
1055937,0,Provider
1056546,0,Provider
1054231,0,Provider
1052521,0,Provider
1057509,0,Provider
1057212,0,Provider
1057242,0,Provider
1055873,0,Provider
1054507,0,Provider
1054550,0,Provider
1051390,1,Provider
1053695,0,Provider
1053713,0,Provider
1057423,0,Provider
1057440,0,Provider
1057452,0,Provider
1054363,0,Provider
1054475,0,Provider
1054578,0,Provider
1054217,0,Provider
1054265,0,Provider
1056255,0,Provider
1055818,0,Provider
1055848,0,Provider
1052497,1,Provider
1052500,0,Provider
1052517,0,Provider
1052523,0,Provider
1055817,0,Provider
1056008,1,Provider
1056234,0,Provider
1054892,0,Provider
1051928,0,Provider
1051468,0,Provider
1054879,1,Provider
1055061,0,Provider
1054609,0,Provider
1056630,1,Provider
1056951,0,Provider
1053743,0,Provider
1056611,0,Provider
1054842,0,Provider
1054846,0,Provider
1053210,0,Provider
1055679,0,Provider
1055789,0,Provider
1051605,0,Provider
1053956,0,Provider
1054339,0,Provider
1054434,0,Provider
1052347,1,Provider
1055735,0,Provider
1055743,0,Provider
1056253,1,Provider
1053574,0,Provider
1053535,0,Provider
1053586,0,Provider
1056738,0,Provider
1053720,0,Provider
1057228,0,Provider
1056145,0,Provider
1056154,0,Provider
1056179,0,Provider
1056182,0,Provider
1051063,0,Provider
1055003,0,Provider
1053755,0,Provider
1054557,1,Provider
1057324,0,Provider
1057185,1,Provider
1053915,0,Provider
1054681,0,Provider
1053699,0,Provider
1055438,0,Provider
1055576,0,Provider
1055598,0,Provider
1055640,0,Provider
1055652,0,Provider
1055210,0,Provider
1051944,0,Provider
1053763,1,Provider
1053808,1,Provider
1054926,0,Provider
1051544,0,Provider
1052519,0,Provider
1057101,0,Provider
1055039,1,Provider
1055846,0,Provider
1055732,0,Provider
1055791,0,Provider
1053343,0,Provider
1055463,0,Provider
1055556,0,Provider
1052704,0,Provider
1056521,0,Provider
1052336,0,Provider
1056447,1,Provider
1051858,0,Provider
1054258,1,Provider
1056028,0,Provider
1054336,1,Provider
1054370,0,Provider
1055733,0,Provider
1051739,0,Provider
1055164,0,Provider
1055298,0,Provider
1055335,0,Provider
1054563,0,Provider
1054588,0,Provider
1056030,0,Provider
1051930,0,Provider
1051940,1,Provider
1051959,0,Provider
1056209,0,Provider
1056210,0,Provider
1054670,0,Provider
1052858,0,Provider
1052788,0,Provider
1052452,0,Provider
1053038,0,Provider
1053076,0,Provider
1056667,0,Provider
1056269,0,Provider
1057470,0,Provider
1056426,0,Provider
1056497,0,Provider
1052054,0,Provider
1055261,0,Provider
1057262,0,Provider
1057544,0,Provider
1057216,0,Provider
1057263,0,Provider
1054971,0,Provider
1055050,0,Provider
1052843,1,Provider
1053246,0,Provider
1053378,0,Provider
1054716,0,Provider
1057347,0,Provider
1053045,0,Provider
1057715,0,Provider
1057365,0,Provider
1051122,0,Provider
1051171,0,Provider
1054521,0,Provider
1057332,0,Provider
1055510,0,Provider
1055963,0,Provider
1055995,0,Provider
1057405,0,Provider
1056828,0,Provider
1051436,0,Provider
1051675,0,Provider
1051623,0,Provider
1052872,0,Provider
1056592,1,Provider
1056613,0,Provider
1057719,0,Provider
1053887,1,Provider
1052150,0,Provider
1053775,0,Provider
1055045,0,Provider
1055518,0,Provider
1055272,0,Provider
1053321,0,Provider
1054373,0,Provider
1054426,0,Provider
1051933,0,Provider
1051482,1,Provider
1051794,0,Provider
1051441,0,Provider
1051488,0,Provider
1054651,1,Provider
1056400,1,Provider
1056421,1,Provider
1056445,0,Provider
1051350,0,Provider
1053673,0,Provider
1052323,0,Provider
1051256,0,Provider
1051262,0,Provider
1051284,0,Provider
1052455,0,Provider
1053688,0,Provider
1053697,0,Provider
1053749,1,Provider
1053838,0,Provider
1053975,0,Provider
1051391,0,Provider
1055362,0,Provider
1052353,0,Provider
1055340,0,Provider
1056228,0,Provider
1056271,0,Provider
1052895,0,Provider
1052276,0,Provider
1056015,0,Provider
1057148,0,Provider
1051583,0,Provider
1051752,0,Provider
1056679,0,Provider
1055053,0,Provider
1055054,0,Provider
1052129,0,Provider
1055514,1,Provider
1051170,1,Provider
1052750,0,Provider
1054975,0,Provider
1055701,0,Provider
1055181,0,Provider
1055378,0,Provider
1057150,0,Provider
1057158,1,Provider
1053787,1,Provider
1052027,0,Provider
1055908,0,Provider
1052135,1,Provider
1055703,0,Provider
1052182,0,Provider
1052274,0,Provider
1055452,0,Provider
1055481,0,Provider
1054566,1,Provider
1054610,0,Provider
1056353,0,Provider
1055496,1,Provider
1057529,0,Provider
1052935,0,Provider
1052141,0,Provider
1053352,0,Provider
1053356,0,Provider
1053359,0,Provider
1051937,0,Provider
1053779,0,Provider
1056137,0,Provider
1051616,0,Provider
1054531,0,Provider
1054676,1,Provider
1055999,0,Provider
1057602,0,Provider
1057605,0,Provider
1052138,0,Provider
1054020,0,Provider
1056500,0,Provider
1051109,0,Provider
1052394,0,Provider
1053920,0,Provider
1056012,1,Provider
1056207,0,Provider
1054559,0,Provider
1054580,0,Provider
1054256,0,Provider
1053931,0,Provider
1053971,0,Provider
1057543,1,Provider
1055219,0,Provider
1056018,0,Provider
1052543,0,Provider
1053161,0,Provider
1053216,0,Provider
1054388,1,Provider
1057059,0,Provider
1057744,0,Provider
1051556,0,Provider
1051828,0,Provider
1051249,1,Provider
1055688,0,Provider
1055745,0,Provider
1055788,0,Provider
1055902,0,Provider
1055910,0,Provider
1055968,0,Provider
1056111,0,Provider
1051167,0,Provider
1055416,0,Provider
1053294,0,Provider
1052679,0,Provider
1052892,0,Provider
1053243,0,Provider
1056169,0,Provider
1053050,0,Provider
1052112,0,Provider
1055229,0,Provider
1057202,0,Provider
1052068,0,Provider
1053764,0,Provider
1053951,1,Provider
1051091,0,Provider
1051100,0,Provider
1052029,0,Provider
1052128,0,Provider
1052166,0,Provider
1053640,0,Provider
1053900,1,Provider
1054686,0,Provider
1055434,0,Provider
1056777,0,Provider
1052318,0,Provider
1052320,1,Provider
1052331,0,Provider
1052383,1,Provider
1054215,0,Provider
1055516,0,Provider
1055536,0,Provider
1057557,0,Provider
1057558,0,Provider
1055464,0,Provider
1055535,0,Provider
1055627,0,Provider
1056338,0,Provider
1056647,1,Provider
1057006,0,Provider
1052384,0,Provider
1052660,0,Provider
1053042,0,Provider
1057576,0,Provider
1057597,0,Provider
1051144,0,Provider
1051165,0,Provider
1051426,1,Provider
1051508,0,Provider
1053578,0,Provider
1053584,0,Provider
1051070,0,Provider
1055868,0,Provider
1051501,1,Provider
1055147,1,Provider
1056131,0,Provider
1055001,0,Provider
1052763,0,Provider
1051634,0,Provider
1054682,0,Provider
1052981,0,Provider
1052991,0,Provider
1053035,0,Provider
1053036,0,Provider
1053078,0,Provider
1053569,0,Provider
1053523,0,Provider
1054907,0,Provider
1053447,0,Provider
1051059,1,Provider
1051097,0,Provider
1053449,0,Provider
1053104,0,Provider
1053222,0,Provider
1053921,0,Provider
1053708,0,Provider
1054089,0,Provider
1054156,0,Provider
1054196,0,Provider
1053791,0,Provider
1051089,0,Provider
1056813,0,Provider
1052999,0,Provider
1053064,0,Provider
1053071,0,Provider
1053151,0,Provider
1053159,0,Provider
1053173,0,Provider
1051067,1,Provider
1052130,0,Provider
1052071,0,Provider
1052584,0,Provider
1051160,0,Provider
1054085,0,Provider
1052640,0,Provider
1057366,0,Provider
1056355,0,Provider
1057170,1,Provider
1054910,0,Provider
1054967,0,Provider
1055042,0,Provider
1057642,1,Provider
1051155,0,Provider
1051429,0,Provider
1051084,1,Provider
1052314,0,Provider
1055934,1,Provider
1055941,0,Provider
1055971,1,Provider
1054064,0,Provider
1054066,0,Provider
1055942,0,Provider
1057046,0,Provider
1053282,0,Provider
1057171,0,Provider
1057200,0,Provider
1052739,0,Provider
1057380,0,Provider
1053365,0,Provider
1057151,0,Provider
1057518,0,Provider
1057310,1,Provider
1053329,0,Provider
1051276,0,Provider
1054334,0,Provider
1056610,0,Provider
1056758,0,Provider
1056807,0,Provider
1057709,1,Provider
1055211,0,Provider
1056819,0,Provider
1056939,0,Provider
1052483,0,Provider
1055557,0,Provider
1054225,1,Provider
1053001,0,Provider
1056208,0,Provider
1057305,0,Provider
1055705,0,Provider
1055562,0,Provider
1056576,0,Provider
1056905,0,Provider
1051867,0,Provider
1055741,0,Provider
1055764,0,Provider
1052003,0,Provider
1053765,0,Provider
1053363,0,Provider
1053364,0,Provider
1057193,0,Provider
1052113,0,Provider
1057238,0,Provider
1057239,0,Provider
1052022,0,Provider
1054970,0,Provider
1055019,1,Provider
1055087,0,Provider
1051336,0,Provider
1055930,0,Provider
1052563,0,Provider
1052642,1,Provider
1056224,0,Provider
1056247,0,Provider
1054694,0,Provider
