repair_shop,n_claims,fraud_rate
SHOP_62,3,0.0
SHOP_620,17,0.0
SHOP_621,5,0.0
SHOP_622,4,0.0
SHOP_623,4,0.0
SHOP_624,2,0.0
SHOP_625,3,0.0
SHOP_626,6,0.0
SHOP_627,3,0.0
SHOP_628,2,0.0
SHOP_629,2,0.0
SHOP_63,5,0.0
SHOP_630,4,0.0
SHOP_631,5,0.0
SHOP_632,2,0.0
SHOP_633,22,0.3181818181818182
SHOP_634,2,0.0
SHOP_635,5,0.0
SHOP_636,16,0.25
SHOP_637,4,0.0
SHOP_638,5,0.0
SHOP_639,5,0.0
SHOP_64,19,0.21052631578947367
SHOP_640,3,0.3333333333333333
SHOP_641,4,0.0
SHOP_642,2,0.5
SHOP_643,12,0.25
SHOP_644,3,0.0
SHOP_645,5,0.4
SHOP_646,1,0.0
SHOP_647,4,0.0
SHOP_648,2,0.0
SHOP_649,7,0.14285714285714285
SHOP_65,4,0.0
SHOP_650,5,0.2
SHOP_651,8,0.0
SHOP_653,3,0.0
SHOP_654,4,0.0
SHOP_655,12,0.08333333333333333
SHOP_656,20,0.25
SHOP_657,2,0.0
SHOP_658,5,0.0
SHOP_659,3,0.0
SHOP_66,1,0.0
SHOP_660,20,0.05
SHOP_661,6,0.0
SHOP_662,5,0.0
SHOP_663,5,0.0
SHOP_664,3,0.0
SHOP_665,4,0.25
SHOP_666,4,0.0
SHOP_667,7,0.0
SHOP_668,3,0.0
SHOP_669,19,0.15789473684210525
SHOP_67,2,0.0
SHOP_670,2,0.0
SHOP_671,16,0.3125
SHOP_672,1,0.0
SHOP_673,5,0.0
SHOP_674,4,0.0
SHOP_675,2,0.0
SHOP_676,3,0.0
SHOP_677,2,0.0
SHOP_678,1,0.0
SHOP_679,2,0.0
SHOP_68,1,0.0
SHOP_681,19,0.21052631578947367
SHOP_682,5,0.0
SHOP_683,3,0.0
SHOP_684,7,0.14285714285714285
SHOP_685,5,0.0
SHOP_686,2,0.0
SHOP_687,4,0.0
SHOP_688,4,0.25
SHOP_689,3,0.0
SHOP_69,4,0.25
SHOP_690,15,0.2
SHOP_691,2,0.0
SHOP_692,2,0.5
SHOP_693,6,0.0
SHOP_694,4,0.0
SHOP_695,22,0.18181818181818182
SHOP_696,4,0.0
SHOP_697,3,0.0
SHOP_698,11,0.36363636363636365
SHOP_699,3,0.0
SHOP_7,5,0.0
SHOP_70,4,0.0
SHOP_700,2,0.0
SHOP_701,3,0.0
SHOP_702,5,0.0
SHOP_703,5,0.0
SHOP_704,2,0.0
SHOP_705,5,0.0
SHOP_706,4,0.0
SHOP_707,3,0.0
SHOP_708,3,0.0
SHOP_709,4,0.0
SHOP_71,4,0.0
SHOP_710,5,0.0
SHOP_711,6,0.0
SHOP_712,14,0.35714285714285715
SHOP_713,5,0.0
SHOP_714,20,0.35
SHOP_715,2,0.0
SHOP_716,20,0.25
SHOP_717,4,0.25
SHOP_718,1,0.0
SHOP_719,4,0.0
SHOP_72,3,0.0
SHOP_720,17,0.29411764705882354
SHOP_721,5,0.2
SHOP_722,15,0.5333333333333333
SHOP_723,2,0.5
SHOP_724,2,0.0
SHOP_725,1,0.0
SHOP_726,2,0.0
SHOP_728,4,0.0
SHOP_729,5,0.0
SHOP_73,18,0.2777777777777778
SHOP_730,2,0.0
SHOP_731,2,0.0
SHOP_732,4,0.0
SHOP_733,1,0.0
SHOP_734,5,0.2
SHOP_735,5,0.0
SHOP_736,1,0.0
SHOP_737,5,0.0
SHOP_738,5,0.2
SHOP_739,23,0.34782608695652173
SHOP_74,3,0.0
SHOP_740,3,0.0
SHOP_741,3,0.0
SHOP_742,3,0.0
SHOP_743,2,0.0
SHOP_745,3,0.3333333333333333
SHOP_746,6,0.0
SHOP_747,1,0.0
SHOP_748,6,0.0
SHOP_749,4,0.0
SHOP_75,4,0.0
SHOP_750,2,0.0
SHOP_751,5,0.2
SHOP_752,3,0.0
SHOP_753,3,0.0
SHOP_754,3,0.0
SHOP_755,6,0.16666666666666666
SHOP_756,1,0.0
SHOP_757,4,0.0
SHOP_758,2,0.0
SHOP_759,11,0.09090909090909091
SHOP_76,4,0.0
SHOP_760,4,0.0
SHOP_761,7,0.14285714285714285
SHOP_762,1,0.0
SHOP_763,11,0.2727272727272727
SHOP_764,2,0.0
SHOP_765,5,0.0
SHOP_766,2,0.0
SHOP_767,6,0.0
SHOP_768,6,0.0
SHOP_769,2,0.0
SHOP_77,17,0.17647058823529413
SHOP_770,2,0.0
SHOP_771,15,0.06666666666666667
SHOP_772,19,0.3157894736842105
SHOP_773,4,0.0
SHOP_774,5,0.0
SHOP_775,7,0.0
SHOP_776,19,0.42105263157894735
SHOP_777,22,0.22727272727272727
SHOP_778,6,0.0
SHOP_779,4,0.0
SHOP_78,2,0.0
SHOP_780,2,0.0
SHOP_781,2,0.0
SHOP_782,4,0.0
SHOP_783,3,0.0
SHOP_784,1,0.0
SHOP_785,3,0.0
SHOP_786,4,0.25
SHOP_787,7,0.14285714285714285
SHOP_788,2,0.0
SHOP_789,1,0.0
SHOP_79,3,0.3333333333333333
SHOP_790,4,0.5
SHOP_791,3,0.0
SHOP_792,2,0.0
SHOP_793,5,0.4
SHOP_794,3,0.0
SHOP_795,1,0.0
SHOP_796,4,0.0
SHOP_797,4,0.0
SHOP_798,12,0.25
SHOP_799,4,0.0
SHOP_8,5,0.0
SHOP_80,15,0.13333333333333333
SHOP_800,1,0.0
SHOP_801,4,0.0
SHOP_802,3,0.0
SHOP_803,7,0.0
SHOP_804,19,0.10526315789473684
SHOP_805,2,0.0
SHOP_806,3,0.0
SHOP_807,4,0.0
SHOP_808,4,0.0
SHOP_809,3,0.0
SHOP_81,3,0.0
SHOP_810,2,0.0
SHOP_811,5,0.0
SHOP_812,7,0.2857142857142857
SHOP_813,3,0.0
SHOP_814,2,0.0
SHOP_815,1,0.0
SHOP_816,5,0.0
SHOP_817,4,0.0
SHOP_818,2,0.0
SHOP_819,9,0.4444444444444444
SHOP_82,5,0.0
SHOP_820,4,0.0
SHOP_821,6,0.0
SHOP_822,1,1.0
SHOP_823,20,0.3
SHOP_824,3,0.0
SHOP_825,3,0.0
SHOP_826,2,0.0
SHOP_827,2,0.0
SHOP_828,1,0.0
SHOP_829,4,0.25
SHOP_83,6,0.0
SHOP_830,16,0.4375
SHOP_831,3,0.0
SHOP_832,4,0.0
SHOP_833,3,0.0
SHOP_834,2,0.0
SHOP_835,17,0.35294117647058826
SHOP_836,4,0.0
SHOP_837,7,0.0
SHOP_838,2,0.0
SHOP_839,2,0.0
SHOP_840,2,0.0
SHOP_841,4,0.0
SHOP_842,3,0.0
SHOP_843,2,0.0
SHOP_844,4,0.0
SHOP_845,3,0.3333333333333333
SHOP_846,14,0.21428571428571427
SHOP_847,4,0.25
SHOP_848,1,0.0
SHOP_849,2,0.5
SHOP_85,13,0.07692307692307693
SHOP_850,2,0.5
SHOP_851,5,0.0
SHOP_852,5,0.2
SHOP_853,4,0.0
SHOP_854,2,0.5
SHOP_856,21,0.14285714285714285
SHOP_857,4,0.0
SHOP_858,4,0.0
SHOP_859,2,0.0
SHOP_86,4,0.0
SHOP_860,1,0.0
SHOP_861,3,0.0
SHOP_862,5,0.0
SHOP_863,3,0.0
SHOP_864,2,0.0
SHOP_865,4,0.0
SHOP_866,2,0.0
SHOP_867,4,0.0
SHOP_868,5,0.0
SHOP_869,6,0.0
SHOP_87,4,0.0
SHOP_870,6,0.0
SHOP_872,5,0.0
SHOP_873,3,0.0
SHOP_874,4,0.25
SHOP_875,16,0.5
SHOP_876,3,0.0
SHOP_877,1,0.0
SHOP_878,7,0.14285714285714285
SHOP_879,7,0.0
SHOP_88,5,0.0
SHOP_880,4,0.0
SHOP_881,2,0.0
SHOP_882,3,0.3333333333333333
SHOP_883,3,0.0
SHOP_884,4,0.0
SHOP_885,8,0.0
SHOP_886,22,0.3181818181818182
SHOP_887,9,0.0
SHOP_888,4,0.0
SHOP_889,15,0.26666666666666666
SHOP_89,2,0.0
SHOP_890,4,0.0
SHOP_891,2,0.0
SHOP_892,3,0.0
SHOP_893,20,0.25
SHOP_894,2,0.0
SHOP_895,3,0.0
SHOP_896,2,0.0
SHOP_897,4,0.0
SHOP_898,5,0.0
SHOP_899,6,0.0
SHOP_9,1,0.0
SHOP_90,3,0.0
SHOP_900,6,0.0
SHOP_901,3,0.0
SHOP_902,2,0.0
SHOP_903,2,0.0
SHOP_904,6,0.0
SHOP_905,2,0.0
SHOP_906,1,0.0
SHOP_907,3,0.3333333333333333
SHOP_908,2,0.0
SHOP_909,3,0.0
SHOP_91,4,0.0
SHOP_910,5,0.0
SHOP_911,3,0.0
SHOP_912,3,0.0
SHOP_913,4,0.0
SHOP_914,3,0.0
SHOP_915,7,0.0
SHOP_916,4,0.0
SHOP_917,2,0.0
SHOP_918,16,0.1875
SHOP_919,4,0.0
SHOP_92,1,0.0
SHOP_920,5,0.0
SHOP_921,2,0.0
SHOP_922,20,0.3
SHOP_923,2,0.0
SHOP_924,1,0.0
SHOP_925,5,0.0
SHOP_926,3,0.0
SHOP_927,4,0.0
SHOP_928,4,0.0
SHOP_929,6,0.16666666666666666
SHOP_930,4,0.0
SHOP_931,2,0.0
SHOP_932,14,0.14285714285714285
SHOP_933,4,0.25
SHOP_934,2,0.0
SHOP_935,3,0.0
SHOP_937,6,0.0
SHOP_938,6,0.0
SHOP_939,6,0.0
SHOP_94,5,0.0
SHOP_940,3,0.3333333333333333
SHOP_941,4,0.25
SHOP_942,2,0.0
SHOP_943,4,0.0
SHOP_944,3,0.3333333333333333
SHOP_945,6,0.0
SHOP_946,5,0.0
SHOP_947,4,0.0
SHOP_948,5,0.0
SHOP_949,1,0.0
SHOP_95,16,0.3125
SHOP_950,11,0.7272727272727273
SHOP_951,8,0.125
SHOP_952,5,0.0
SHOP_953,6,0.0
SHOP_954,3,0.3333333333333333
SHOP_955,5,0.0
SHOP_956,2,0.0
SHOP_957,4,0.25
SHOP_958,5,0.2
SHOP_959,4,0.0
SHOP_96,5,0.0
SHOP_960,1,0.0
SHOP_961,3,0.0
SHOP_962,3,0.0
SHOP_963,21,0.2857142857142857
SHOP_964,12,0.16666666666666666
SHOP_965,2,0.0
SHOP_966,4,0.0
SHOP_967,2,0.0
SHOP_968,3,0.3333333333333333
SHOP_969,4,0.0
SHOP_97,1,0.0
SHOP_970,3,0.0
SHOP_971,7,0.2857142857142857
SHOP_972,4,0.25
SHOP_973,2,0.0
SHOP_974,4,0.0
SHOP_975,1,0.0
SHOP_976,4,0.25
SHOP_977,4,0.0
SHOP_978,4,0.0
SHOP_979,19,0.2631578947368421
SHOP_98,4,0.0
SHOP_980,4,0.0
SHOP_981,3,0.0
SHOP_982,3,0.0
SHOP_983,6,0.3333333333333333
SHOP_985,2,0.0
SHOP_986,3,0.0
SHOP_987,4,0.0
SHOP_988,3,0.3333333333333333
SHOP_989,5,0.2
SHOP_99,3,0.0
SHOP_990,5,0.2
SHOP_991,7,0.2857142857142857
SHOP_992,4,0.25
SHOP_993,1,0.0
SHOP_994,3,0.0
SHOP_995,1,0.0
SHOP_996,3,0.0
SHOP_997,3,0.0
SHOP_998,4,0.0
SHOP_999,1,0.0
